,m,s,k
0,-9.258682548534125e-05,2.450124633243359e-06,1
1,0.0665744997933507,0.011027928352026173,2
2,0.11405323311686516,0.014170408575778403,3
3,0.1573259103298187,0.016160290769912305,4
4,0.18250913590192794,0.01708163105338181,5
5,0.21741000771522523,0.022037614156487337,6
6,0.24738526433706284,0.014995678605635073,7
7,0.27739334136247634,0.014533630227641096,8
8,0.2998481923341751,0.016838726441583907,9
9,0.3232388859987259,0.01952614781182411,10
10,0.3405956184864044,0.021659223118451743,11
11,0.3644990175962448,0.017675771016884483,12
12,0.38275792717933654,0.020389786771239718,13
13,0.3954423105716705,0.017647290805878957,14
14,0.4160056835412979,0.018423190263392435,15
15,0.42514920949935914,0.015537656541734945,16
16,0.43876498997211455,0.02172693042379348,17
17,0.46221544444561,0.02033447548913214,18
18,0.46907246589660645,0.022544678948989136,19
19,0.48710368752479555,0.021152934146481478,20
20,0.49663420498371125,0.022548906101208587,21
21,0.5110867011547089,0.023240929951741998,22
22,0.5194249618053436,0.019404646433375902,23
23,0.5291360956430435,0.022113428438368787,24
24,0.5370435339212417,0.022431930726111587,25
25,0.5506747877597808,0.01980097820906961,26
26,0.5542152953147889,0.019737654264919854,27
27,0.5615313589572907,0.019236074664356857,28
28,0.5684332084655762,0.015419277490190392,29
29,0.5805035996437072,0.021155845232660005,30
30,0.582840906381607,0.0197676492300006,31
31,0.5902439546585083,0.020211824993211225,32
32,0.5971964704990387,0.017164853445704585,33
33,0.5978902566432953,0.019141838058265408,34
34,0.6085370814800263,0.016540320370839315,35
35,0.6158691799640655,0.017986543118853584,36
36,0.6149514365196228,0.020295483252305638,37
37,0.6196121835708618,0.017310549606793877,38
38,0.6204593467712403,0.018723276991413497,39
39,0.6339972841739655,0.016859854360637548,40
40,0.6360510516166688,0.016559592898244248,41
41,0.6335572624206542,0.01657823483690593,42
42,0.6394713044166564,0.019001815445492745,43
43,0.6427531921863556,0.016966874126127417,44
44,0.6481379055976868,0.014446589087529433,45
45,0.6457899856567383,0.01440793237834519,46
46,0.6515098285675048,0.015728854136352523,47
47,0.6520944976806641,0.016118803467260644,48
48,0.6584474313259124,0.014047619710114178,49
49,0.661531709432602,0.012988785873454898,50
50,0.6591292238235473,0.016328714186600125,51
51,0.6653303015232086,0.013748194882651143,52
52,0.666000839471817,0.01331110272610621,53
53,0.6702022290229798,0.012090219093442107,54
54,0.6715857219696045,0.014198444819919352,55
55,0.6768652880191803,0.013752632745773515,56
56,0.6758040153980255,0.012623618136830122,57
57,0.679399037361145,0.01111056657548891,58
58,0.6789449787139893,0.01190947340210249,59
59,0.6810588109493255,0.01485038316123391,60
60,0.6821287643909454,0.012425701551938168,61
61,0.6850734746456146,0.011283889839701218,62
62,0.6889484930038452,0.009622663981114365,63
63,0.6898719787597656,0.01359109577057414,64
64,0.6889117598533631,0.014525631825304421,65
65,0.6919639956951141,0.010014162358338182,66
66,0.6932669246196747,0.011385854449652594,67
67,0.6927024745941162,0.01128339498113557,68
68,0.6942553293704986,0.012219094772884374,69
69,0.7001468694210052,0.008038417556531018,70
70,0.6980705010890961,0.010401948404019618,71
71,0.7009413993358612,0.01027365512001215,72
72,0.700306829214096,0.010219141134367513,73
73,0.7013511049747467,0.010917656496552063,74
74,0.7028411102294921,0.010837716395708612,75
75,0.7054735410213471,0.009953207204483642,76
76,0.7050010991096497,0.011967433261893352,77
77,0.7071398758888244,0.01008901503699035,78
78,0.7078059983253479,0.008842545265887236,79
79,0.7101529204845428,0.010225181953966246,80
80,0.7118545019626618,0.007717523108887289,81
81,0.7133446848392486,0.008001067070223307,82
82,0.7118200922012329,0.008902772242234642,83
83,0.714900016784668,0.008738068358542843,84
84,0.7158453774452209,0.008273693051926682,85
85,0.7162566006183624,0.00922444153370638,86
86,0.7164388930797577,0.008722628261168373,87
87,0.7188089299201965,0.0097140257899793,88
88,0.7196073639392853,0.007157663189548872,89
89,0.7218650770187378,0.009513530703436805,90
90,0.7218035209178925,0.008257757666797285,91
91,0.7225622320175171,0.0076760546102406756,92
92,0.7225247704982758,0.008102947906516686,93
93,0.7235067176818848,0.0070360633465678295,94
94,0.725789166688919,0.0075518997947095,95
95,0.7244385242462158,0.009361556461648353,96
96,0.7259685277938843,0.007740926592375441,97
97,0.7268687498569488,0.007307756218850158,98
98,0.7284176969528198,0.006272179588111995,99
