,m,s,k
0,-0.0005288354607182555,0.00018074108714494588,1
1,0.050951189119368794,0.01144888310113447,2
2,0.1090964213013649,0.015218605143926454,3
3,0.16295143827795983,0.021703156321971666,4
4,0.20993222832679748,0.022858598603958984,5
5,0.2481595131754875,0.026207672768699675,6
6,0.2986330419778824,0.02995556658730919,7
7,0.3234804332256317,0.02528094967753127,8
8,0.35076632738113406,0.024413505828802747,9
9,0.375275439620018,0.027944778017372912,10
10,0.40508308708667756,0.02889695501580931,11
11,0.42874131083488465,0.02848856320219752,12
12,0.45192270815372465,0.029087713111147485,13
13,0.4670270037651062,0.02782754165450026,14
14,0.4794946718215942,0.031505046406274814,15
15,0.504670935869217,0.025033473679853514,16
16,0.5121079677343369,0.027284404603259756,17
17,0.5323338675498962,0.029511661137937545,18
18,0.5543483990430832,0.02677709642115898,19
19,0.5721475052833557,0.025374402605317634,20
20,0.5768434858322143,0.032385389699891215,21
21,0.5867870378494263,0.024846822961798097,22
22,0.5974176275730133,0.028068426141237033,23
23,0.6106294691562653,0.024964026176586687,24
24,0.6236785125732421,0.02441507387306132,25
25,0.6339518427848816,0.02281489075165735,26
26,0.6437514209747315,0.022297512559635017,27
27,0.6455042111873627,0.030902003788219026,28
28,0.6544712138175964,0.023477471397850704,29
29,0.6595128035545349,0.02575020776888679,30
30,0.6658068346977234,0.02437088059166126,31
31,0.6754162621498108,0.02238101699253532,32
32,0.6861048066616058,0.016709160988334654,33
33,0.6902658247947693,0.0218497630661891,34
34,0.6927791547775268,0.024989653873057353,35
35,0.7001946139335632,0.022892674556738043,36
36,0.7063586020469665,0.02186584817635314,37
37,0.708164268732071,0.021624013902814175,38
38,0.7101861894130707,0.021761952610968485,39
39,0.7169017577171326,0.01927521781780175,40
40,0.7204138195514679,0.0183112555488896,41
41,0.7234810030460358,0.017762461859470575,42
42,0.7284541213512421,0.014120804284279182,43
43,0.7261677253246307,0.015494819138468655,44
44,0.7268879532814025,0.016816636705493545,45
45,0.7328014731407165,0.01449481044132306,46
46,0.7380593729019165,0.010727676743762944,47
47,0.7395300483703613,0.012403734151669482,48
48,0.7435097932815552,0.008424557593761432,49
49,0.7442049241065979,0.009711644498914502,50
50,0.7482500779628753,0.006573865673926557,51
51,0.7484107720851898,0.010820259420181218,52
52,0.7493247926235199,0.00977844713534976,53
53,0.7523046588897705,0.008455662668212847,54
54,0.7528566205501557,0.008757886705356207,55
55,0.7550878214836121,0.0073027160761890845,56
56,0.7560256576538086,0.006302800615889247,57
57,0.7552840447425843,0.011773038999521136,58
58,0.7610725843906403,0.005212678043819728,59
59,0.7610552871227264,0.008440922978743368,60
60,0.7620408213138581,0.007219976196868827,61
61,0.7626610732078553,0.009303657168581288,62
62,0.76524041056633,0.0043273020484303855,63
63,0.7668634474277496,0.005951903566209479,64
64,0.767646472454071,0.0058586330158912,65
65,0.7698069393634797,0.00428959422293279,66
66,0.7700331258773804,0.005016700823001337,67
67,0.7717037427425385,0.005019361846080172,68
68,0.7722938728332519,0.005740277100222958,69
69,0.7742850828170776,0.004296226403950309,70
70,0.7725182139873504,0.007387938842581522,71
71,0.7755792593955994,0.0035897216248463224,72
72,0.7771438097953797,0.006209774840554536,73
73,0.7775598013401032,0.004680996436882572,74
74,0.7793848252296448,0.0044880246279103255,75
75,0.7804496943950653,0.004437641049142456,76
76,0.7802478969097137,0.004478225756125061,77
77,0.7818545579910279,0.004307526514954516,78
78,0.7826003384590149,0.004667212342267084,79
79,0.7838793396949768,0.004604421219826629,80
80,0.7837912225723267,0.006502670112612095,81
81,0.7857283329963685,0.0041216601523806976,82
82,0.7866249120235443,0.0041363811943731146,83
83,0.7866157150268555,0.004402243291040676,84
84,0.7874576079845429,0.004729812085033373,85
85,0.7891885900497436,0.004393097011068775,86
86,0.7912186217308045,0.00411831801041312,87
87,0.7919869744777679,0.004002532086865183,88
88,0.7903794062137603,0.004150723918313756,89
89,0.7918542182445526,0.003976416435261344,90
90,0.7931920063495635,0.004309645023652689,91
91,0.7943016743659973,0.005787130821414214,92
92,0.7942447769641876,0.004430636624164796,93
93,0.7959903025627136,0.0038976794507976508,94
94,0.7966885697841645,0.00442124326919419,95
95,0.7963723790645599,0.004177036530729419,96
96,0.7976090908050537,0.004833768069551825,97
97,0.7988537693023682,0.005001816844235513,98
98,0.7996767568588257,0.004654836177910163,99
